Year,Mo,Dy,Hr,Mn,Sec,Tsu,Name,Lat,Long,focal depth,Mag,MMI Int,Deaths,Det,Injuries,Det,Damage Mill$,Det,Houses Destoyed,Det,Houses Damaged,Det
1981,10,18,4,31,2.7,,VENEZUELA-N COLOMBIA,8.117,-72.527,54,5.4,7,15,1,,3,5,2,,,,
1981,10,25,3,22,15.5,Tsu,MEXICO: MICHOACAN: LAZARO CARDENAS,18.048,-102.084,33,7.3,,9,1,,,,3,,,,
1981,11,14,9,5,29,,EGYPT: ASWAN,23.686,32.604,10,5.3,8,,,,,,1,11,1,11,1
1981,12,12,20,26,46.9,,PAKISTAN: CENTRAL,29.856,66.962,33,4,,6,1,12,1,,2,45,1,45,1
1981,12,19,14,10,50.7,,GREECE: AEGEAN SEA: LESBOS SKIROS,39.243,25.227,10,7.5,,,,,,,1,,,,
1982,1,11,6,10,6.4,Tsu,PHILIPPINES: VIRAC CATANDUANES,13.752,124.358,46,7.1,7,,,,,,1,,,,
1982,1,11,21,41,7.9,,CANADA; MAINE: CARIBOU/ HAYNESVILLE PRESQUE ISLE,46.975,-66.659,7,4.5,6,,,,,,1,,,,
1982,1,12,5,48,17.6,,HONDURAS: AMPALA MASAYA,13.158,-87.589,6,6,,,,2,1,,2,,,,
1982,1,20,4,25,11.6,,INDIA: LITTLE NICOBAR ISLAND,6.946,94.002,19,6.3,,,,,2,,2,,,,
1982,2,10,16,17,51.5,,INDONESIA: JAVA SUKABUMI,-6.863,106.936,40,5.5,,,,17,1,3.5,2,,,,
1982,2,24,4,22,40.3,Tsu,INDONESIA: NORTHERN SUMATERA,4.374,97.755,52,5.4,,,,,,,,,,,
1982,3,11,10,32,27.7,Tsu,INDONESIA: SUMBAWA ISLAND REGION,-9.265,118.479,33,6.4,,,,,,,,,,,
1982,3,21,2,32,7.7,Tsu,JAPAN: HOKKAIDO URAKAWA HIROO,42.158,142.361,44,6.7,10,110,3,,,1,2,,,,
1982,3,28,4,16,52.5,,MEXICO: CHIAPAS,17.25,-93.21,9,3.5,,10,1,200,3,,1,,,,
1982,3,28,23,24,51.1,,PERU: COAST LUNAHUANA LIMA HUANCAYO,-12.69,-76.065,95,6.1,6,3,1,,,5,2,,,,
1982,4,14,6,36,56.7,,CHINA: GANSU PROVINCE,36.785,105.55,33,4.6,,,,,,,1,,,,
1982,6,7,10,59,40.1,,MEXICO: GUERERRO ORZIBA OAXACA GUADALUPE,16.558,-98.358,34,7,6,9,1,,3,,2,,,,
1982,6,15,23,24,28.6,,CHINA: SICHUAN PROVINCE: GARZE,31.907,99.931,10,5.5,7,10,1,5,1,,1,,,,
1982,6,19,6,21,58,,EL SALVADOR: SAN SALVADOR; GUATEMALA,13.313,-89.339,82,6.2,7,43,1,,3,5,2,,,,
1982,7,23,14,23,53.5,Tsu,JAPAN: IBARAKI,36.194,141.702,37,6.8,,,,,,,,,,,
1982,8,5,20,33,52.9,,SOLOMON ISLANDS: SANTA CRUZ ISLANDS,-12.597,165.931,31,7.5,,,,,,,,,,,
1982,8,6,20,40,52.2,,INDONESIA: FLORES ISLANDS: RUTENG,-8.375,120.577,46,5.6,,,,,,,2,,,,
1982,9,29,5,50,32.2,,HONDURAS-GUATEMALA-EL SALVADOR,14.487,-89.121,12,5.1,4,3,1,2,1,,2,,3,554,3
1982,10,17,10,56,47.6,,ITALY: PERUGIA,43.164,12.586,16,4.4,7,,,,,35,4,,,,
1982,11,16,23,41,21,,BALKANS NW: MACEDONIA: STUGA OHRID,40.883,19.59,21,5.5,8,1,1,12,1,5,2,,,,
1982,12,13,9,12,48,,YEMEN: DHAMAR,14.701,44.379,5,6,8,2800,4,1500,4,2000,4,,4,,
1982,12,16,0,40,48.7,,AFGHANISTAN: NORTHEASTERN,36.148,69.011,36,6.6,,500,3,3000,4,1,2,,,,
1982,12,19,17,43,54.8,Tsu,TONGA TRENCH,-24.133,-175.864,33,7.7,,,,,,,,,,,
1982,12,25,12,28,2.8,Tsu,INDONESIA: FLORES ISLAND: EASTERN,-8.405,123.08,33,5.9,,13,1,390,3,1.45,2,1875,4,,
1982,12,28,6,37,42.5,Tsu,JAPAN: S. OF HONSHU ISLAND,33.826,139.434,22,6.1,,,,,,,,,,,
1983,1,17,12,41,29.7,Tsu,GREECE: IONIAN SEA,38.026,20.228,14,7.2,,,,,,,,,,,
1983,1,24,8,17,39.6,,MEXICO: OAXACA: SALINA CRUZ,16.147,-95.232,57,6.7,7,,,,,,2,,,,
1983,2,13,1,40,10.9,,CHINA: XINJIANG WEIWUER ZIZHIQU PROVINCE: WUQUA S,39.945,75.135,16,6.2,8,,,2,1,,2,,,,
1983,2,25,18,22,12.9,,BALKANS NW: MACEDONIA: SKOPJE,41.959,21.54,24,4.7,7,12,1,,,0.5,1,,,,
1983,2,26,20,7,49.9,,TAJIKISTAN: GARM KHAZORA,38.841,70.727,49,5.2,7,,,,,,3,,,,
1983,3,12,1,36,35.8,Tsu,INDONESIA: BANDA SEA,-4.056,127.924,17,6.5,,,,,,,1,,,,
1983,3,18,9,5,50,Tsu,PAPUA NEW GUINEA: NEW IRELAND,-4.883,153.581,89,7.6,7,,,,,,2,,,,
1983,3,23,23,51,6.5,,GREECE: VONITSA,38.294,20.262,19,6.2,7,,,7,1,,2,160,3,,
1983,3,25,11,57,49.3,,IRAN: TEHRAN DAMAVOND AMOI,35.953,52.264,33,4.9,,30,1,61,2,5,2,,,,3
1983,3,31,13,12,52.6,,COLOMBIA: SW POPAYAN,2.461,-76.686,22,4.9,8,350,3,1200,4,410.9,4,,,,
1983,4,2,0,32,27.7,,TURKMENISTAN: KUM-DAG,39.042,48.714,33,4.6,5,,,,,5,2,,,,
1983,4,3,2,50,1.1,,COSTA RICA: SE PANAMA: W,8.717,-83.123,37,7.3,,6,1,,2,1,2,,,,
1983,4,4,2,51,34.3,,INDONESIA: SUMATERA: BANDA ACEH,5.723,94.722,79,6.6,7,,1,100,2,1,2,,,,
1983,4,5,6,50,33.4,,CHINA: XINJIANG WEIWUER ZIZHIQU PROVINCE: WUQUA,40.025,75.26,33,5.6,,,1,,,,1,,,,
1983,4,12,12,7,54.5,,PERU: CHIMBOTE,-4.843,-78.103,104,6.5,,10,1,,,0.5,1,,,,
1983,4,22,0,37,37,,THAILAND: BANGKOK,14.926,99.023,10,5.9,,,,,,,2,,,,
1983,5,2,23,42,37.7,,CALIFORNIA: CENTRAL COALINGA,36.219,-120.317,10,6.2,8,,,45,1,31,4,500,3,,
1983,5,26,2,59,59.6,Tsu,JAPAN: HONSHU: AKITA,40.462,139.102,24,7.7,8,4,1,324,3,800,4,,,,
1983,6,9,12,49,3.8,Tsu,JAPAN: NOSHIRO,40.237,139.023,31,5.6,,,,,,,,,,,
1983,6,21,6,25,27.3,Tsu,JAPAN: N. HONSHU ISLAND,41.346,139.099,10,6.9,,,,,,,1,,,,
1983,7,3,17,14,23.1,,COSTA RICA: SAN JOSE,9.652,-83.688,33,6.2,9,2,1,60,2,5,2,,,,
1983,7,5,12,1,27.3,,TURKEY: NW BIGA ERDEK ISTANBUL,40.324,27.222,10,6.1,8,5,1,26,1,,2,,,,
1983,7,12,15,10,3.4,,ALASKA: PRINCE WILLIAM SOUND,61.031,-147.286,37,6.1,6,,,,,1,2,,,,
1983,7,22,2,41,0.8,,IRAN: NW ZANJIN,36.948,49.18,41,5,6,3,1,41,1,5,2,75,2,,
1983,8,6,4,52,53.6,,PAKISTAN: ZIARAT,30.349,67.84,10,4.2,,,,,,,2,25,1,25,1
1983,8,6,15,43,51.2,Tsu,GREECE: AEGEAN SEA,40.142,24.766,2,7,6,,,,,,2,,,,
1983,8,8,3,47,57.1,,JAPAN: HONSHU: S COAST,35.5,139.07,25,5.3,,1,1,28,1,,1,,2,,
1983,8,17,10,55,54.1,Tsu,RUSSIA: NEAR EAST COAST OF KAMCHATKA,55.867,161.287,63,6.5,,,,,,,,,,,
1983,8,17,12,17,56,Tsu,PHILIPPINES: LUZON,18.231,120.86,29,6.5,8,16,1,47,1,2.227,2,,3,,3
1983,9,10,6,14,22.4,,BALKANS NW: SERBIA,43.246,20.859,10,5.1,8,,,,,,2,,,,
1983,10,3,13,33,35,,JAPAN: MIYAKEJIMA OSHIMA,33.941,139.513,12,6,8,,,,,,2,,,,
1983,10,4,18,52,13.3,Tsu,CHILE: NORTHERN: COPOAPO-CHANARAL,-26.535,-70.563,15,7.3,7,5,1,12,1,1,2,40,1,,
1983,10,16,5,32,28.7,,INDONESIA: CELEBES: MINAHASSA: TOLITOLI,1.084,121.052,40,6,,,,,,,2,20,1,15,1
1983,10,25,0,36,23.4,,INDONESIA: CENTRAL SULAWESI,1.131,120.858,33,6.1,7,2,1,4,1,,2,20,1,4,1
1983,10,28,14,6,6.5,,IDAHO: BORAH PEAK CHALLIS MACKAY,43.974,-113.916,14,7.3,9,2,1,2,1,12.5,3,,,,
1983,10,30,4,12,27.1,,TURKEY: ERZURUM KARS KHORASAN PASINLER NARMAN,40.33,42.187,12,6.9,,1342,4,1142,4,25,4,,4,,
1983,10,30,16,51,57,,JAPAN: TOTTORI YONANGO,35.464,133.899,27,5.2,6,,,,,,2,,,,
1983,11,6,21,9,45.2,,CHINA: E HEZE-DONGMING SHANDONG PROVINCE,35.206,115.213,19,5.3,7,34,1,2200,4,5,2,3300,4,,
1983,11,8,0,49,32.1,,BELGIUM,50.696,5.346,10,5,7,2,1,30,1,50,4,,3,,
1983,11,9,16,29,51.6,,ITALY: N PARMA,44.689,10.317,37,5,8,,,100,2,,2,,,,
1983,11,16,16,13,,,HAWAII: KAPAPALA,19.43,-155.454,12,6.7,8,,,6,1,6.5,3,,,,
1983,11,30,17,46,0.6,Tsu,INDIAN OCEAN: CHAGOS ARCHIPELAGO: DIEGO GARCIA,-6.852,72.11,10,7.6,6,,,,,,1,,,,
1983,12,22,1,2,2.4,,PAPUA NEW GUINEA: ULAWUN RABAUL,-5.392,151.868,26,6.4,5,10,1,,,25,4,,,,
1983,12,22,4,11,29.2,,GUINEA: GAOUAL-KOUMBIA,11.866,-13.529,11,6.2,9,443,3,1436,4,8,3,4000,4,,
1983,12,30,23,52,39.9,,AFGHANISTAN: HINDU KUSH: KABUL SAMANGAN; PAKISTAN,36.372,70.738,215,7.2,7,26,1,483,3,3,2,,,,
1984,1,8,15,24,13.5,Tsu,INDONESIA: SULAWESI: W,-2.823,118.806,33,6.6,,2,1,89,2,0.5,1,,,,2
1984,2,1,14,22,7.9,,AFGHANISTAN: KHOROG JALALABAD; PAKISTAN,34.616,70.484,33,5.8,4,1,1,35,1,5,2,,,,
1984,2,7,21,33,21.4,,SOLOMON ISLANDS: GUADALCANAL,-10.012,160.469,18,7.5,6,,,,,,2,,,,
1984,2,11,8,2,51.5,Tsu,GREECE: MANAGOULI-AIYION,38.396,22.094,29,5.4,,,,,,,1,,,,
1984,2,16,17,18,41.6,,PAKISTAN-NW AFGHANISTAN: HINDU KUSH: CHITRAL-LANDI,36.431,70.826,208,6.1,6,4,1,13,1,5,2,,,,
1984,3,19,20,28,38.2,,UZBEKISTAN: GAZLI,40.32,63.35,15,7,9,,,100,2,5,2,,,,
1984,3,24,9,44,2.6,Tsu,RUSSIA: KURIL ISLANDS,44.117,148.192,44,7,,,,,,,,,,,
1984,3,27,20,6,33.2,,PAPUA NEW GUINEA: KARKAR,-4.647,145.805,28,6.6,8,,,11,1,,2,,3,,
1984,4,24,21,15,19,,CALIFORNIA: CENTRAL: MORGAN HILL,37.32,-121.698,8,6.1,8,,,27,1,8,3,,,,
1984,4,29,5,3,,,ITALY: CENTRAL: :PERUGIA-ASSISSI-GUBBIO,43.26,12.558,12,5.3,8,3,1,200,3,25,4,,,,
1984,5,7,17,49,41.6,,ITALY: S CENTRAL: ABRUZZO,41.765,13.898,10,5.8,8,3,1,100,2,5,2,,,,
1984,5,11,10,41,49.9,,ITALY: S CENTRAL: ABRUZZO,41.831,13.961,14,5.2,8,3,1,63,2,,2,,,,
1984,5,13,12,45,55.8,,BOSNIA-HERZEGOVINA: LJUBINJE; CROATIA: DUBROVNIK,42.967,17.734,30,5.1,7,1,1,,,,2,,,,
1984,6,13,2,29,25.3,Tsu,JAPAN: TORI SHIMA OKINAWA,31.448,140.036,41,5.5,,,,,,,,,,,
1984,6,24,11,17,11.9,,DOMINICAN REPUBLIC: SANTO DOMINGO,17.984,-69.338,24,6.7,5,5,1,,,,1,,,,
1984,7,19,6,56,10.4,,UNITED KINGDOM: WALES,52.878,-4.198,13,4.7,,,,,1,,1,,,,
1984,8,6,19,6,38.3,Tsu,JAPAN: KYUSHU: NOBEOKA,32.386,131.945,46,6.7,6,20,1,,,,2,,,,
1984,8,27,6,41,26.2,,INDONESIA: N SUMATERA: TARUTUNG,1.761,99.075,33,5.2,,,,123,3,1,2,415,3,,
1984,9,7,0,44,41.7,,BALKANS NW: SERBIA,43.314,20.957,13,4.7,8,,,2,1,,2,,,,
1984,9,13,23,48,49.9,,JAPAN: HONSHU: CENTRAL: MT ONTAKE,35.789,137.488,10,6.1,6,29,1,,,43,4,,,,
1984,9,18,13,26,1.8,,TURKEY: E ERZURUM OLUR-SENKAYA,40.885,42.219,10,6.4,8,3,1,38,1,,2,75000,4,,
1984,9,18,17,2,44.3,Tsu,JAPAN: HONSHU ISLAND,34.006,141.5,48,6.9,,,,,,,,,,,
1984,10,9,4,30,42.4,,GREECE: MESSINA,37.013,21.757,27,4.5,7,,,1,1,,2,,3,,
1984,10,18,9,46,24.6,,TURKEY: E/ SENKAYA,40.545,42.403,60,5.3,,3,1,35,1,,3,75000,4,,
1984,10,18,15,30,23,,WYOMING: DOUGLAS/ MEDICINE BOW,42.375,-105.72,33,5.1,6,,,,,,1,,,,
1984,10,26,20,22,21.8,,TAJIKISTAN: DZHIRGATAL/ GARM,39.155,71.328,33,6.1,7,,,,,,2,,2,,2
1984,12,28,10,37,53.7,Tsu,RUSSIA: KAMCHATKA,56.2,163.4,33,7,,,,,,,,,,,
1984,12,30,23,33,37.7,,INDIA: ASSAM/ CACHAR DISTRICT,24.641,92.891,23,5.6,,20,1,100,2,,3,,,,
1985,1,26,3,6,57.8,,ARGENTINA: WEST CENTRAL/ MENDOZA/ LA LIGUA,-33.053,-68.467,5,6.9,7,6,1,238,3,5,2,12000,4,12000,4
1985,2,2,20,52,34.2,,IRAN: S/ FIRUZABAD-JAHROM,28.399,52.997,37,5.3,,1,1,80,2,,2,1500,4,,
1985,3,3,22,47,9.5,Tsu,CHILE: CENTRAL COAST/ SAN ANTONIO/ VALPARAISO,-33.132,-71.708,40,8,8,180,3,2575,4,1500,4,,4,,
1985,3,16,14,54,0.7,Tsu,GUADELOUPE,17.013,-62.448,13,6.3,6,,,6,1,,1,,,,
1985,3,17,10,41,38.4,,CHILE: VALPARAISO/ VINA DEL MAR,-32.663,-71.551,33,6.6,7,1,1,,,,2,,,,
1985,3,18,19,49,45.8,,PHILIPPINES: PAGADIAN/ ZAMBOANGA,7.758,123.544,33,6.5,5,2,1,25,1,,2,30,1,,
1985,4,9,1,56,59.4,,CHILE: NEAR CENTRAL COAST/ SANTIAGO-VALPARAISO,-34.131,-71.618,38,7.5,6,2,1,,2,,2,,,,
1985,4,13,1,6,0.1,Tsu,INDONESIA: DENPASAR/ BALI,-9.245,114.185,99,6.2,,,,,,,2,,2,,
1985,4,18,5,52,52.8,,CHINA: YUNNAN PROVINCE,25.926,102.871,5,5.8,8,23,1,300,3,1,2,,,,
1985,4,24,1,7,14.5,,PHILIPPINES: LUZON: BENGUET PROVINCE/ BAGUIO,16.498,120.815,33,6.1,7,6,1,11,1,,2,,,,
1985,4,30,18,14,12.7,,GREECE: MAGNISIA,39.266,22.81,27,5.5,6,,,,,,1,7,1,,
1985,5,10,15,35,50.5,,PAPUA NEW GUINEA: NEW BRITAIN: BIALLA/ PIONA,-5.599,151.045,27,7.1,8,1,1,,,1,2,,,,
1985,7,3,4,36,51.7,Tsu,PAPUA NEW GUINEA: NEW BRITAIN: RABAUL,-4.439,152.828,46,7.2,7,,,,,1,2,,,,
1985,7,29,7,54,44,,AFGHANISTAN: HINDU KUSH: CHITRAL/ SWAT,36.19,70.896,99,6.6,8,5,1,38,1,2,2,,,,
1985,8,21,11,26,28.7,,PERU: COAST: CHIMBOTE,-9.159,-78.887,57,6.1,,,,100,2,,2,60,2,,
1985,8,23,12,41,56.1,,CHINA: S XINJIANG: WUQUA-SHUFU,39.431,75.224,7,7.5,7,71,2,162,3,5,2,,3,,
1985,9,15,2,42,54.8,,INDONESIA: NEW GUINEA: IRIAN JAYA: ENAROTALI,-4.13,136.049,10,6.3,,10,1,7,1,,2,,,,
1985,9,19,13,17,47.3,Tsu,MEXICO: MICHOACAN: MEXICO CITY,18.19,-102.533,28,8.1,9,9500,4,30000,4,4000,4,,4,,
1985,9,21,1,37,13.4,Tsu,MEXICO: SW COAST: MEXICO CITY,17.802,-101.647,31,7.6,6,,2,,,,2,,,,
1985,9,27,3,39,8.5,,SOLOMON ISLANDS: HONIARA/ GUADACANAL,-9.829,159.854,32,6.9,7,,,,,,1,,3,,
1985,9,28,14,50,15.2,,BALKANS NW: MACEDONIA: DEMIR KAPIJA-NEGOTINO,41.581,22.254,7,5,7,,,16,1,,2,500,3,,
1985,10,11,3,39,10.9,,GUATEMALA: SAN MIGUEL UPSANTAN,15.299,-90.863,5,4.5,7,,,,3,,2,500,3,500,3
1985,10,13,15,59,51.2,,TAJIKISTAN: KAPTOLYUK/ KAYRAKKUM/ GAFUROV,40.301,69.823,16,5.9,9,29,1,80,2,200,4,,3,,3
1985,10,27,19,34,57.1,,ALGERIA: ANNABA-SETIF-SOUK,36.46,6.761,10,5.9,,6,1,,,,1,,,,
1985,11,7,8,26,21.4,,TURKEY: ERZURUM/ KARS/ AGRI/ ARTVIN,40.31,42.307,33,4.2,,,,14,1,,2,113,3,,
1985,11,17,9,40,21.2,,INDONESIA: NEW GUINEA: IRIAN JAYA: MANOKWARI,-1.639,134.911,10,7.1,8,,,,,,1,,,,
1985,11,28,3,49,54.1,,VANUATU ISLANDS,-13.987,166.185,33,7.6,,,,,,,,,,,
1985,12,16,2,44,36,,NICARAGUA: RIVAS/ MASAYA,11.725,-85.838,22,6,6,,,6,1,,1,,,,
1985,12,21,1,13,22.4,,VANUATU ISLANDS,-13.966,166.516,43,7.6,,,,,,,,,,,
1985,12,25,2,38,56.5,,ITALY: SICILY,37.688,15.068,10,4.3,,1,1,14,1,,1,,,,
1986,1,11,19,42,21.9,,PERU: HUARMEY/ CASMA/ HUARAX/ CHIMBOTE,-9.505,-77.512,39,5.3,4,1,1,,,,2,60,2,,
1986,1,29,11,56,34.6,,INDONESIA: SUMATERA: S/ HAHAT/ MUARAENIM,-3.904,103.461,33,5,,,,2,1,,3,,,,
1986,2,3,15,12,46.7,,GUATEMALA: IXCHIGUAN/ SAN MARCOS PROVINCE,15.075,-92.072,16,4.7,,,,,,,2,500,3,500,3
1986,4,5,20,14,28.7,,PERU: CUZCO,-13.41,-71.785,51,4.6,6,16,1,170,3,22,3,2000,4,,
1986,4,26,7,35,16.1,,INDIA: KASHMIR: DHARMSALA/ LAHORE/ PAKISTAN,32.128,76.374,33,5.3,,6,1,30,1,,3,,,,
1986,5,5,3,35,38.8,,TURKEY: DOGANSEHIR-GOLBASHI/ KAPIDERE,37.993,37.806,10,5.9,,15,1,100,2,5,2,4000,4,,
1986,5,7,22,47,10.8,Tsu,ALASKA: ALEUTIAN ISLANDS: ADAK,51.52,-174.776,19,8,6,,,,,,1,,,,
1986,5,13,8,44,2.1,,GEORGIA: AKHALKALAKI/ SUSUZ,41.431,43.737,10,5.7,7,2,1,,,,3,1500,4,1500,4
1986,5,15,14,38,9.2,,PAKISTAN: BARKHAM/ MATAKARI/ HAMTAROT,29.627,69.363,18,5.2,,,,,,,3,,,,
1986,5,17,16,20,22.2,Tsu,ALASKA: ANDREANOF ISLANDS,52.327,-174.504,26,6.4,,,,,,,,,,,
1986,5,20,5,25,46.9,,TAIWAN: HUALIEN,24.125,121.619,19,6.4,,1,1,5,1,,1,,,,
1986,6,11,13,48,1.3,,VENEZUELA,10.597,-62.928,19,6.2,7,2,1,45,1,1,2,,,,
1986,6,24,3,11,30.9,,PAPUA NEW GUINEA,-4.448,143.943,102,7.1,7,,,,,0.5,1,,,,
1986,7,8,9,20,44.5,,CALIFORNIA: PALM SPRINGS,34,-116.61,12,6,7,,,29,1,4.5,2,,,,
1986,7,12,7,54,26.8,,IRAN: S/ FARS PROVINCE/ MAMASANI/ SHIRAZ,29.962,51.582,10,5.6,,1,1,4,1,,2,300,3,,
1986,7,13,13,47,8.2,,CALIFORNIA: SAN DIEGO/ NEWPORT BEACH,32.97,-117.869,6,5.8,6,,,,,0.7,1,,,,
1986,7,18,17,22,38.2,,VENEZUELA: CHURUGUARA/ FALCON/ LARA,10.77,-69.428,7,4.9,,1,1,,,,1,30,1,,
1986,7,21,14,42,26.6,,CALIFORNIA-NEVADA: CHALFANT VALLEY,37.537,-118.447,9,6.2,6,,,,,1,2,,,,
1986,8,3,1,33,20.3,,TURKEY: YESILCE/ UCGOZE/ SAM,37.2,37.3,12,4.1,,,,,,,1,73,2,,
1986,8,30,21,28,35.4,,ROMANIA: BUCHAREST/ KISHINEV-KAGUL,45.547,26.316,132,6.9,8,2,1,558,3,730,4,,,55000,4
1986,9,13,17,24,31.4,,GREECE: KALAMI/ LAKONIA/ ZAKINTHOS,37.014,22.176,11,5.8,10,20,1,300,3,5,2,1500,4,,
1986,9,15,11,41,27.8,,GREECE: S/ MESSINIA/ BERGA/ NEDOUSA,36.93,22.175,10,4.8,7,,,37,1,,1,,,,
1986,10,5,18,53,20.9,,SOUTH AFRICA: MOUNT FRERE/ DURBAN,-30.546,28.737,5,4.8,4,,,,,,1,,,,
1986,10,10,17,49,24.1,,EL SALVADOR: SAN SALVADOR,13.827,-89.118,7,5.4,,1100,4,10000,4,1500,4,,,,
1986,10,11,9,0,10.5,,TURKEY: AYDIN/ DENIZLI-IZMIR-MANISA,37.931,28.574,5,5.5,,,,3,1,,1,50,1,,
1986,10,16,19,54,10.4,,PAKISTAN: KHUZDAR,27.727,66.65,43,4.5,,,,,,,1,150,3,150,3
1986,10,20,6,46,9.9,Tsu,KERMADEC ISLANDS: RAOUL,-28.117,-176.367,29,8.1,,,,,,,1,,,,
1986,11,14,21,20,10.5,Tsu,TAIWAN: TAIPEI/ HUALIEN,23.901,121.574,34,7.8,8,15,1,44,1,,1,,,,
1986,11,25,13,59,42.3,,BALKANS NW: BOSNIA-HERZEGOVINA: STRMICA/ KNIN,44.12,16.339,30,5.5,8,,,12,1,,2,,,,
1986,11,30,5,19,48.2,,BRAZIL: JOAO CAMARA/ NATAL,-5.494,-35.769,5,4.8,,1,1,,,5,2,1500,4,,
1986,12,7,14,17,9.5,,BULGARIA: VELIKO TURNOVO-TURGOVISHTE,43.274,25.912,21,5.6,7,3,1,60,2,5,2,,,,
1986,12,19,5,47,29,,CHILE: CENTRAL/ VALPARAISO,-33.071,-72.084,33,5,3,,,,2,,1,16,1,,
1986,12,20,23,47,8.9,,IRAN: S MAMASANI/ SHIRAZ/ NORABAD,29.985,51.623,26,5,,,,,,,2,80,2,,
1987,1,5,22,52,46.5,,CHINA: S XINJIANG PROVINCE: BAICHENG,41.964,81.319,17,5.8,,,,,3,,2,,,,
1987,1,24,8,9,21.3,,CHINA: XINGJIANG WEIWUER ZIZHIQU PROVINCE/ WUSHI,41.529,79.318,29,5.9,,,,,,,2,417,3,,
1987,1,26,11,11,41.8,,ALGERIA: MOHAMMADIA/ QUED/ FODDA/ TISSEMSILT,35.964,1.374,10,4.3,,1,1,7,1,1,2,629,3,,
1987,2,6,13,16,17.8,Tsu,JAPAN: EAST COAST HONSHU,36.988,141.689,48,6.3,,,,,,,,,,,
1987,2,8,18,33,58.3,Tsu,PAPUA NEW GUINEA: HUON PENINSULA/ UMBOI ISLAND,-6.088,147.689,55,7.6,7,3,1,,,2.625,2,,3,,
1987,3,2,1,42,34.1,,NEW ZEALAND: NORTH ISLAND/ WHAKATANI/ EDGECUMBE,-37.965,176.765,19,6.6,10,1,1,25,1,210,4,,,,
1987,3,5,9,17,5.2,Tsu,CHILE: ANTOFAGASTA/ ARICA,-24.388,-70.161,62,7.3,6,1,1,,,,2,,,,
1987,3,6,4,10,44.4,,ECUADOR: NAPO PROVINCE/ QUITO/ TULCAN,0.083,-77.785,10,7.2,,5000,4,,,1500,4,,,,
1987,3,18,3,36,30.3,Tsu,JAPAN: KYUSHU: MIYAZAKI/ NAZE,32.034,131.837,54,6.7,,2,1,5,1,,2,,,,
1987,3,24,12,49,47,Tsu,JAPAN: HONSHU ISLAND,37.447,137.865,23,5.1,,,,,,,,,,,
1987,4,25,12,16,52.4,,PHILIPPINES: MANILA/ CUBI POINT,16.066,120.301,107,6.3,5,,,,,,1,,,,
1987,4,25,19,22,7.2,,INDONESIA: SUMATERA: N/ TARUTUNG-LAKE TOBA,2.244,98.866,11,6.6,,2,1,22,1,1,2,300,3,,
1987,5,23,17,9,4.4,,PHILIPPINES: MINDANAO: TALAKAG-MALAYBALAY,8.047,125.41,32,5.2,2,1,1,2,1,,1,,,,
1987,5,29,6,27,50.7,,IRAN: W/ NAHAVAND-HAMADEN-TUYSARKAN,34.076,48.266,41,4.6,,2,1,50,1,,1,,,,
1987,6,18,14,3,15.1,Tsu,VANUATU ISLANDS,-10.707,162.326,73,6,,,,,,,,,,,
1987,7,6,2,49,42.7,Tsu,VANUATU ISLANDS,-14.074,167.828,48,6.6,,,,,,,,,,,
1987,8,2,9,7,35.5,,CHINA: GANZHOU PROVINCE: XUNWU,24.924,115.608,29,4.9,4,,,84,2,,3,37000,4,,
1987,8,8,15,48,56.7,,CHILE: ARICA/ IQUIQUE,-19.022,-69.991,70,6.9,7,5,1,112,3,1,2,1000,3,,
1987,8,13,15,23,6.9,,CHILE: ARICA/ AREQUIPA/ TACNA,-17.897,-70.931,37,6.4,5,1,1,1,1,,1,,,,
1987,9,3,6,40,13.9,,AUSTRALIA: MACQUARIE ISLAND,-58.893,158.513,33,7.7,,,,,,,,,,,
1987,9,4,16,42,49.1,,ITALY: PORTO SAN GIORGIO-PERMO-PDEASO AREA,43.242,13.874,19,4.6,8,,,2,1,,2,,,,
1987,9,22,13,43,37.6,,ECUADOR: AMBATO/ LATACUNGA/ RIOBAMBA,-0.978,-78.05,10,6.2,,2,1,12,1,,2,,3,,
1987,10,1,14,42,20,,CALIFORNIA: WHITTIER,34.061,-118.078,10,5.7,8,8,1,200,3,358,4,,,,
1987,10,2,22,27,55.8,,PERU: SANTAOG DE CHUCO/ TRUJILLO/ CHIMBOTE,-8.143,-77.954,20,5.1,4,3,1,,,,2,,3,,
1987,10,4,10,59,38.1,,CALIFORNIA: WHITTIER/ PASADENA,34.07,-118.1,8,4.8,,1,1,,2,,2,,,,
1987,10,6,4,19,6,Tsu,TONGA ISLANDS,-17.94,-172.225,16,7.3,,,,,,,,,,,
1987,10,12,13,57,4.7,Tsu,PAPUA NEW GUINEA: SOLOMON SEA,-7.288,154.371,25,6.8,,,,,,,,,,,
1987,10,16,20,48,1.6,Tsu,PAPUA NEW GUINEA: NEW BRITAIN: KANDRIAN/ KIMBTE,-6.266,149.06,48,7.7,8,,,,,,2,,,,
1987,11,17,8,46,53.3,Tsu,GULF OF ALASKA,58.586,-143.27,10,7.2,,,,,,,,,,,
1987,11,24,1,54,14.5,,CALIFORNIA: SUPERSTITION HILLS,33.082,-115.775,5,6.2,6,2,1,,,3,2,,,,
1987,11,26,1,43,14,Tsu,INDONESIA: TIMOR: PANTAR/ MOUNT SIRUNG,-8.247,124.155,33,6.5,,125,3,108,3,5,2,237,3,,
